filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,date_of_decree,decree_year,county,state,physical_address,mailing_address,mailing_state,mailing_county,taxable_year_end,total_net_worth,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,does_grantee_own_other_real_estate_in_puerto_rico,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,does_grantee_have_a_business_in_puerto_rico,n_business,business_information_table_height,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,business_type_10,business_decree_10,business_type_11,business_decree_11,business_type_12,business_decree_12,business_type_13,business_decree_13,business_type_14,business_decree_14,business_type_15,business_decree_15,household_table_height,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,n_charities,gender
2022-RepAct22-008866_Redacted.pdf,05/17/2023,FALSE,NA,NA,02/01/2019,2019,VEGA ALTA,PR,"VEGA ALTA, PR","VEGA ALTA, PR",PR,VEGA ALTA,12/31/2021,Less than 1 million,0,0,0,0,-258,0,0,45662,0,0,Rent,NA,1750,NA,NA,0,TRUE,2,2021,0,2.41,2.41,0,0,0,0,3000,3000,0,0,0,Yes,1,65,Service,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,255,60000,Yes,0,1,REDACTED
2022-RepAct22-008892_Redacted.pdf,01/05/2023,FALSE,NA,NA,07/01/2019,2019,GUAYNABO,PR,"GUAYNABO, PR","GUAYNABO, PR",PR,GUAYNABO,12/31/2021,Less than 1 million,20,0,171600,0,171978,0,0,60300,0,0,Rent,NA,1800,NA,NA,0,TRUE,2020,2021,150000,150000,0,0,0,0,1e+05,11205,-88795,1000,0,-1000,Yes,1,35,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,355,25000,Yes,0,1,REDACTED
2022-RepAct22-008898_Redacted.pdf,01/12/2023,FALSE,NA,NA,12/13/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 5 to 10 million,697,0,0,0,0,0,0,20000,0,0,Rent,NA,1200,NA,NA,0,TRUE,2020,2021,2e+06,750000,-1250000,0,0,0,5e+05,2500000,2e+06,5e+05,1500000,1e+06,Yes,1,35,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,340,60000,Yes,0,1,REDACTED
2022-RepAct22-008901_Redacted.pdf,01/09/2023,FALSE,NA,NA,09/28/2016,2016,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 1 to 5 million,3909,0,23617,0,1609247,0,0,0,4000,49,Rent,NA,4000,NA,NA,0,TRUE,2020,2021,5009,5900,891,0,0,0,0,0,0,160000,160000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,195,90000,No,0,0,REDACTED
2022-RepAct22-008912_Redacted.pdf,01/03/2023,FALSE,NA,NA,01/01/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,61,0,296956,0,4120,1563,0,36538,1400,307573,Own,530000,NA,NA,No,0,TRUE,2020,2021,0,702000,702000,0,530000,530000,0,0,0,0,130000,130000,Yes,1,35,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,185,50000,No,0,0,REDACTED
2022-RepAct22-008952_Redacted.pdf,01/17/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 1 to 5 million,8149,0,438353,0,44501,0,0,40000,0,14719,Rent,NA,4750,NA,NA,0,TRUE,2020,2021,0,15000,15000,0,0,0,0,20000,20000,0,45000,45000,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,215,35000,Yes,0,1,REDACTED
2022-RepAct22-008954_Redacted.pdf,01/17/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 1 to 5 million,8149,0,438353,0,44501,0,0,40000,0,14719,Rent,NA,4750,NA,NA,0,TRUE,2020,2021,0,15000,15000,0,0,0,0,20000,20000,0,45000,45000,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,215,35000,Yes,0,1,REDACTED
2022-RepAct22-008970_Redacted.pdf,01/10/2023,FALSE,NA,NA,01/03/2020,2020,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 1 to 5 million,6318,0,60000,0,1229208,219404,0,0,112,2415,Own,1250000,NA,NA,No,0,TRUE,2020,2021,75000,97500,22500,415000,1250000,835000,75000,87500,12500,0,0,0,Yes,1,120,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,75000,Yes,0,1,REDACTED
2022-RepAct22-008974_Redacted.pdf,02/07/2023,FALSE,NA,NA,03/01/2019,2019,CAROLINA,PR,"CAROLINA, PR","CAROLINA, PR",PR,CAROLINA,12/31/2019,From 10 to 25 million,322,0,315646,0,0,0,0,172659,0,1598042,Rent,NA,5500,NA,NA,0,FALSE,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,60,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,185,1e+05,Yes,0,1,REDACTED
2022-RepAct22-008978_Redacted.pdf,02/07/2023,FALSE,NA,NA,03/01/2019,2019,CAROLINA,PR,"CAROLINA, PR","CAROLINA, PR",PR,CAROLINA,12/31/2020,From 10 to 25 million,0,0,207,0,0,187690,0,162852,0,383159,Rent,NA,5500,NA,NA,0,TRUE,2019,2020,0,0,0,0,237807,237807,0,0,0,0,345000,345000,Yes,1,120,Service,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,100,150000,Yes,0,1,REDACTED
2022-RepAct22-008979_Redacted.pdf,02/07/2023,FALSE,NA,NA,03/01/2019,2019,CAROLINA,PR,"CAROLINA, PR","CAROLINA, PR",PR,CAROLINA,12/31/2021,From 10 to 25 million,0,0,0,0,0,69759,0,166737,0,659884,Rent,NA,5000,"CAROLINA, PR",NA,0,TRUE,2020,2021,0,0,0,237807,237807,0,0,0,0,345000,345000,0,Yes,4,160,Insurance,TRUE,Real Estate/Property,FALSE,Insurance,FALSE,Service,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,185,1e+05,Yes,0,1,REDACTED
2022-RepAct22-009016_Redacted.pdf,01/11/2023,FALSE,NA,NA,01/01/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,Less than 1 million,0,0,0,0,9473277,0,0,26000,0,0,Rent,NA,2500,NA,NA,0,TRUE,2020,2021,0,502500,502500,0,0,0,0,0,0,0,215000,215000,Yes,1,35,Financial,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,210,60000,Yes,0,1,REDACTED
2022-RepAct22-009018_Redacted.pdf,04/02/2023,FALSE,NA,NA,06/16/2014,2014,SAN JUAN,PR,"SAN JUAN, PR","DORADO, PR",PR,DORADO,12/31/2021,From 1 to 5 million,28,0,0,0,558561,0,0,0,0,0,Rent,NA,3900,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,0,0,70000,60000,-10000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,187,36000,Yes,0,1,REDACTED
2022-RepAct22-009021_Redacted.pdf,01/17/2023,FALSE,NA,NA,02/26/2021,2021,Vega Baja,PR,"Vega Baja, PR","Vega Baja, PR",PR,Vega Baja,12/31/2021,Less than 1 million,0,0,0,0,185989,0,0,0,0,0,Rent,NA,1500,NA,NA,0,TRUE,2020,2021,0,5000,5000,0,0,0,0,0,0,0,5e+05,5e+05,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,240,12000,No,0,0,REDACTED
2022-RepAct22-009022_Redacted.pdf,01/04/2023,FALSE,NA,NA,01/01/2019,2019,RIO GRANDE,PR,"RIO GRANDE, PR","RIO GRANDE, PR",PR,RIO GRANDE,12/31/2021,From 10 to 25 million,2,0,2027540,0,0,0,0,150600,0,17983,Own,3500000,NA,NA,No,0,TRUE,2020,2021,9e+05,660000,-240000,2e+06,4500000,2500000,2e+07,1e+07,-1e+07,5e+05,350000,-150000,Yes,2,80,Other,TRUE,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,243,285000,Yes,0,1,REDACTED
2022-RepAct22-009023_Redacted.pdf,01/12/2023,FALSE,NA,NA,05/24/2019,2019,Carolina,PR,"Carolina, PR","Carolina, PR",PR,Carolina,12/31/2021,Less than 1 million,0,0,0,0,95000,0,17257,0,1400,6461,Rent,NA,400,"BAYAMON, PR",NA,0,TRUE,2020,2021,105000,271,-104729,0,0,0,0,0,0,0,62500,62500,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,130,15000,Yes,0,1,NA
2022-RepAct22-009024_Redacted.pdf,01/17/2023,FALSE,NA,NA,07/01/2019,2019,Las Piedras,PR,"Las Piedras, PR","Las Piedras, PR",PR,Las Piedras,12/31/2021,Less than 1 million,0,0,0,0,934398,0,0,0,0,0,Rent,NA,900,NA,NA,0,TRUE,2020,2021,7e+05,936638,236638,0,0,0,0,0,0,4000,50000,46000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,240,32000,Yes,0,1,REDACTED
2022-RepAct22-009025_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/17/2019,2019,HUMACAO,PUERTO RICO,"HUMACAO, PUERTO RICO","HUMACAO, PUERTO RICO",PUERTO RICO,HUMACAO,12/31/2021,From 1 to 5 million,355,0,1394248,0,2553,0,0,0,0,77729,Own,8e+05,NA,NA,No,0,TRUE,2020,2021,28500,28500,0,5e+05,8e+05,3e+05,0,2e+05,2e+05,20000,30000,10000,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,254,40000,Yes,0,2,REDACTED
2022-RepAct22-009036_Redacted.pdf,01/09/2023,FALSE,NA,NA,01/25/2021,2021,Luquillo,PR,"Luquillo, PR","Luquillo, PR",PR,Luquillo,12/31/2021,Less than 1 million,1302,0,18,0,887640,297961,0,0,2000,0,Own,2e+05,NA,NA,No,0,TRUE,2020,2021,0,5e+05,5e+05,0,2e+05,2e+05,0,0,0,0,25000,25000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,193,15000,No,0,0,NA
2022-RepAct22-009038_Redacted.pdf,01/17/2023,FALSE,NA,NA,03/28/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 10 to 25 million,0,0,0,0,0,0,0,0,0,0,Own,750000,NA,NA,No,0,TRUE,2020,2021,0,50000,50000,0,750000,750000,0,0,0,0,150000,150000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,188,6e+05,No,0,0,REDACTED
2022-RepAct22-009047_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/01/2018,2018,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 10 to 25 million,201,0,0,0,132949,0,0,51000,0,0,Rent,NA,3500,NA,NA,0,TRUE,2020,2021,2023904,0,-2023904,1322666,1e+07,8677334,5e+05,0,-5e+05,75000,0,-75000,Yes,1,280,Real Estate/Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,258,60000,Yes,0,1,REDACTED
2022-RepAct22-009049_Redacted.pdf,01/10/2023,FALSE,NA,NA,01/03/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,13,0,461,0,195763,0,0,1568955,0,0,Rent,NA,3300,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,3120000,3120000,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,218,48000,No,0,0,REDACTED
2022-RepAct22-009050_Redacted.pdf,01/16/2023,FALSE,NA,NA,06/02/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 1 to 5 million,68891,0,0,0,0,1801,0,119833,0,70352,Rent,NA,3000,NA,NA,0,TRUE,2020,2021,0,39460,39460,0,0,0,0,0,0,0,61500,61500,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,223,12000,No,0,0,REDACTED
2022-RepAct22-009055_Redacted.pdf,01/13/2023,FALSE,NA,NA,03/23/2021,2021,HUMACAO,PR,"HUMACAO, PR","YABUCOA, PR",PR,YABUCOA,12/31/2021,From 1 to 5 million,0,0,0,0,425216,168055,0,0,0,9459,Rent,NA,1900,NA,NA,0,TRUE,2020,2021,0,2500,2500,0,0,0,0,0,0,0,920000,920000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,231,45000,Yes,0,1,REDACTED
2022-RepAct22-009056_Redacted.pdf,01/16/2023,FALSE,NA,NA,03/23/2021,2021,YABUCOA,PR,"YABUCOA, PR","YABUCOA, PR",PR,YABUCOA,12/31/2021,From 1 to 5 million,0,0,0,0,347083,201095,0,0,0,1500,Rent,NA,1900,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,0,0,0,950000,950000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,232,25000,Yes,0,1,NA
2022-RepAct22-009057_Redacted.pdf,01/12/2023,FALSE,NA,NA,04/26/2021,2021,RIO GRANDE,PR,"RIO GRANDE, PR","RIO GRANDE, PR",PR,RIO GRANDE,12/31/2021,More than 100 million,117,0,200809,0,6754013,11911436,0,0,1907,7520,Own,3299999,NA,NA,No,0,TRUE,2020,2021,0,1700000,1700000,0,3299999,3299999,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,225,220000,Yes,15200,2,REDACTED
2022-RepAct22-009061_Redacted.pdf,01/10/2023,FALSE,NA,NA,01/03/2020,2020,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 1 to 5 million,6318,0,60000,0,1229208,219404,0,60000,0,2415,Own,1250000,NA,NA,No,0,TRUE,2020,2021,75000,97500,22500,415000,1250000,835000,75000,87500,12500,0,0,0,Yes,1,120,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,180,75000,Yes,0,1,REDACTED
2022-RepAct22-009065_Redacted.pdf,01/16/2023,FALSE,NA,NA,02/01/2019,2019,RINCON,PR,"RINCON, PR","RINCON, PR",PR,RINCON,12/31/2021,From 1 to 5 million,13,0,125468,0,1471,0,0,20500,0,207,Own,3e+06,NA,NA,No,0,TRUE,2020,2021,250000,145000,-105000,3e+06,3e+06,0,5e+05,15000,-485000,0,0,0,Yes,1,45,REDACTED,REDACTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,189,1e+05,Yes,5000,2,REDACTED
2022-RepAct22-009082_Redacted.pdf,01/17/2023,FALSE,NA,NA,05/09/2016,2016,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 1 to 5 million,7,0,3758,0,225509,0,0,36900,0,8386,Own,2e+06,NA,NA,No,0,TRUE,2020,2021,650000,7e+05,50000,5e+06,5e+06,0,575000,575000,0,50000,48000,-2000,Yes,8,240,Other,TRUE,Real Estate/Property,FALSE,Other,FALSE,Real Estate/Property,FALSE,Real Estate/Property,FALSE,Other,TRUE,Other,TRUE,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,268,150000,No,0,0,NA
2022-RepAct22-009086_Redacted.pdf,01/16/2023,FALSE,NA,NA,12/21/2016,2016,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 10 to 25 million,0,0,375052,0,0,0,0,80299,0,11713,Own,1250000,NA,NA,No,0,TRUE,2020,2021,0,0,0,1250000,1250000,0,1e+05,1e+05,0,3e+05,3e+05,0,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,285,125000,No,0,0,REDACTED
2022-RepAct22-009087_Redacted.pdf,01/16/2023,FALSE,NA,NA,01/01/2017,2017,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 5 to 10 million,0,0,375051,0,0,0,0,0,0,0,Own,1250000,NA,NA,No,0,TRUE,2020,2021,0,0,0,1250000,1250000,0,0,0,0,3e+05,3e+05,0,No,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,276,125000,No,0,0,REDACTED
2022-RepAct22-009092_Redacted.pdf,01/07/2023,FALSE,NA,NA,01/01/2021,2021,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 1 to 5 million,0,0,4000,6000,4e+05,0,0,0,0,0,Own,695000,NA,NA,No,0,TRUE,2020,2021,0,1,1,0,1,1,0,1,1,0,1,1,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,246,750000,No,0,0,REDACTED
2022-RepAct22-009097_Redacted.pdf,05/10/2023,FALSE,NA,NA,01/01/2019,2019,RIO GRANDE,PUERTO RICO,"RIO GRANDE, PUERTO RICO","RIO GRANDE, PUERTO RICO",PUERTO RICO,RIO GRANDE,12/31/2022,From 1 to 5 million,1847,0,18,0,36143,337,0,0,0,16317,Own,170000,NA,NA,No,0,TRUE,2021,2022,16000,15000,-1000,170000,170000,0,0,0,0,5000,12000,7000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,193,36000,Yes,0,1,REDACTED
2022-RepAct22-009101_Redacted.pdf,03/26/2023,FALSE,NA,NA,05/25/2018,2018,SAN JUAN,PR,"SAN JUAN, PR","LOS ANGELES, CA",CA,LOS ANGELES,12/31/2021,Less than 1 million,0,0,0,0,561338,2,0,0,2100,0,Rent,NA,600,NA,NA,0,TRUE,2020,2021,2500,2000,-500,0,0,0,0,0,0,0,0,0,Yes,1,100,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,183,15000,Yes,0,1,REDACTED
2022-RepAct22-009106_Redacted.pdf,03/26/2023,FALSE,NA,NA,05/25/2018,2018,SAN JUAN,PR,"SAN JUAN, PR","LOS ANGELES, CA",CA,LOS ANGELES,12/31/2021,Less than 1 million,0,0,0,0,561338,2,0,0,2100,0,Rent,NA,600,NA,NA,0,TRUE,2020,2021,2500,2000,-500,0,0,0,0,0,0,0,0,0,Yes,1,90,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,183,15000,Yes,0,1,REDACTED
2022-RepAct22-009113_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/24/2019,2019,Vega Baja,PR,"Vega Baja, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,14,0,8,0,1675,1025,0,54300,0,145175,Own,490000,NA,NA,Yes,1,TRUE,2020,2021,1620000,1300000,-320000,720000,720000,0,9e+05,5e+05,-4e+05,50000,0,-50000,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,359,2e+05,Yes,0,1,REDACTED
2022-RepAct22-009117_Redacted.pdf,02/15/2023,FALSE,NA,NA,02/18/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,6452,0,0,0,2327452,8763,0,180000,0,25548,Own,545000,NA,NA,No,0,TRUE,2020,2021,1500000,40000,-1460000,545000,2e+06,1455000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,237,95580.89,Yes,0,2,REDACTED
2022-RepAct22-009136_Redacted.pdf,01/16/2023,FALSE,NA,NA,05/31/2018,2018,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,From 1 to 5 million,0,0,0,0,916213,0,0,0,0,0,Rent,NA,9000,NA,NA,0,TRUE,2020,2021,0,9e+05,9e+05,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,365,20000,Yes,0,1,REDACTED
2022-RepAct22-009137_Redacted.pdf,01/16/2023,FALSE,NA,NA,09/30/2020,2020,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 10 to 25 million,0,0,4210386,0,1573771,0,0,120150,0,0,Own,2e+06,NA,NA,No,0,TRUE,2020,2021,0,5e+06,5e+06,0,2e+06,2e+06,0,155289,155289,0,0,0,Yes,1,25,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,330,5e+05,Yes,0,2,REDACTED
2022-RepAct22-009158_Redacted.pdf,01/03/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,82,0,1096505,0,703,0,0,35000,0,0,Rent,NA,7400,NA,NA,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,300,80000,Yes,0,1,REDACTED
2022-RepAct22-009184_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/29/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,0,0,0,0,0,2500000,0,0,0,80000,Own,645000,NA,NA,Yes,1,TRUE,2020,2021,0,11000,11000,0,0,0,0,0,0,0,60000,60000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,208,750000,No,0,0,REDACTED
